handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
HillaryClinton,"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""","""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""",28,Positive,False,,2016-07-18 17:09:18,2016-07-18,17:09:18,en,1134,3597
HillaryClinton,Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.,Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.,25,Neutral,False,,2016-07-18 17:07:10,2016-07-18,17:07:10,en,980,3467
HillaryClinton,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,25,Positive,False,,2016-07-18 17:05:50,2016-07-18,17:05:50,en,2272,6116
HillaryClinton,"""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary","""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary",18,Negative,False,,2016-07-18 17:04:57,2016-07-18,17:04:57,en,1506,4027
HillaryClinton,People who care about protecting the lives of police officers should be committed to getting assault weapons off our streets.,People who care about protecting the lives of police officers should be committed to getting assault weapons off our streets.,20,Negative,False,,2016-07-18 17:01:30,2016-07-18,17:01:30,en,1903,5316
HillaryClinton,"Fixing the mass incarceration crisis.
Dismantling the school-to-prison pipeline.
Helping the formerly incarcerated.

It's time to act.",Fixing the mass incarceration crisis.Dismantling the school-to-prison pipeline.Helping the formerly incarcerated.It's time to act.,14,Neutral,False,,2016-07-18 16:57:33,2016-07-18,16:57:33,en,1084,3458
HillaryClinton,We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,25,Positive,False,,2016-07-18 16:53:44,2016-07-18,16:53:44,en,1283,3761
HillaryClinton,"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""","""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""",25,Positive,False,,2016-07-18 16:51:28,2016-07-18,16:51:28,en,770,2808
HillaryClinton,"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary","""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary",21,Negative,False,,2016-07-18 16:48:32,2016-07-18,16:48:32,en,995,3379
HillaryClinton,Watch live as Hillary speaks to the @NAACP in Cincinnati: https://t.co/4TN7AE50zt,Watch live as Hillary speaks to the NAACP in Cincinnati: ,10,Neutral,False,,2016-07-18 16:42:32,2016-07-18,16:42:32,en,438,1016
HillaryClinton,"Donald Trump: We're going to do everything we can to make sure you never become president. https://t.co/yGdMuVf89k
https://t.co/1wuz7YrMdW",Donald Trump: We're going to do everything we can to make sure you never become president. ,16,Positive,False,,2016-07-18 16:05:44,2016-07-18,16:05:44,en,3988,6993
HillaryClinton,"Confessions of a Republican:

""I was a Republican... Trump, he's a different kind of man. This man scares me.""
https://t.co/RP27BMtE1z","Confessions of a Republican:""I was a Republican... Trump, he's a different kind of man. This man scares me.""",18,Negative,False,,2016-07-18 15:15:17,2016-07-18,15:15:17,en,3110,5102
HillaryClinton,Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win: https://t.co/Mt3d0p6MCa,Donald Trump is about to become the GOP nominee for president. Add your name if you won't let him win: ,20,Negative,False,,2016-07-18 14:33:00,2016-07-18,14:33:00,en,937,2244
HillaryClinton,I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration. https://t.co/Dro1zQlvJv -H,I stand with everyone at the International AIDS Conference in Durban in the fight for an AIDSFreeGeneration.  -H,18,Negative,False,,2016-07-18 13:21:35,2016-07-18,13:21:35,en,955,2528
HillaryClinton,"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
https://t.co/o6hvBy05t2","""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:",20,Negative,False,,2016-07-18 12:50:27,2016-07-18,12:50:27,en,3611,6067
HillaryClinton,"Getting rid of gun-free school zones.
Banning Muslims entering the country.

What you need to know about Trump: https://t.co/FeUD3bKX9T",Getting rid of gun-free school zones.Banning Muslims entering the country.What you need to know about Trump: ,16,Neutral,False,,2016-07-18 12:05:44,2016-07-18,12:05:44,en,1454,2402
realDonaldTrump,STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3,STILL AHEAD: realDonaldTrump joins us at 7am/et! RNCinCLE ,8,Neutral,True,foxandfriends,2016-07-18 10:53:55,2016-07-18,10:53:55,en,1951,8346
HillaryClinton,"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —@Lin_Manuel
https://t.co/lECRboARmZ","""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —Lin_Manuel",21,Neutral,False,,2016-07-18 02:55:29,2016-07-18,02:55:29,en,6050,13856
HillaryClinton,"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H","Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: ",18,Negative,False,,2016-07-18 01:02:13,2016-07-18,01:02:13,en,1046,2470
HillaryClinton,"Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency:
https://t.co/dp65Gh93JC",Just a few of the ways realDonaldTrump has proven that he's unfit for the presidency:,15,Neutral,False,,2016-07-17 21:34:18,2016-07-17,21:34:18,en,1967,4468
realDonaldTrump,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!","President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",26,Negative,False,,2016-07-17 21:26:50,2016-07-17,21:26:50,en,12637,40193
realDonaldTrump,"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!","Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",25,Negative,False,,2016-07-17 21:22:23,2016-07-17,21:22:23,en,15335,43347
HillaryClinton,Hillary's statement on the shooting in Baton Rouge. https://t.co/4a0MVF3025,Hillary's statement on the shooting in Baton Rouge. ,8,Neutral,False,,2016-07-17 21:05:58,2016-07-17,21:05:58,en,1917,4446
realDonaldTrump,"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS https://t.co/lZH7qw9qmu""","""60Minutes: DonaldTrump and his running mate Mike_Pence to appear on 60Minutes in first joint interview. CBS ",16,Neutral,False,,2016-07-17 18:41:24,2016-07-17,18:41:24,en,4191,12801
realDonaldTrump,I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,I will be on 60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,26,Negative,False,,2016-07-17 18:39:36,2016-07-17,18:39:36,en,5336,19042
realDonaldTrump,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching","We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",27,Negative,False,,2016-07-17 18:26:51,2016-07-17,18:26:51,en,36070,86776
realDonaldTrump,"We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...
https://t.co/pPNrzG8kEa",We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...,18,Negative,False,,2016-07-17 17:30:42,2016-07-17,17:30:42,en,9750,25777
HillaryClinton,"That time Donald Trump introduced his running mate...sort of.
https://t.co/uJR7U53Cee",That time Donald Trump introduced his running mate...sort of.,9,Neutral,False,,2016-07-17 14:17:43,2016-07-17,14:17:43,en,3331,7559
realDonaldTrump,The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,The ratings at FoxNews blow away the ratings of CNN - not even close. That's because CNN is the Clinton News Network and people don't like,26,Negative,False,,2016-07-17 13:09:02,2016-07-17,13:09:02,en,8879,29371
realDonaldTrump,".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",".FoxNews is much better, and far more truthful, than CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",23,Positive,False,,2016-07-17 13:04:10,2016-07-17,13:04:10,en,5522,20340
realDonaldTrump,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H","If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",24,Negative,False,,2016-07-17 12:24:04,2016-07-17,12:24:04,en,6059,21858
realDonaldTrump,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!","I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",23,Negative,False,,2016-07-17 12:14:46,2016-07-17,12:14:46,en,7138,23682
realDonaldTrump,"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!","It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",24,Negative,False,,2016-07-17 12:06:18,2016-07-17,12:06:18,en,6307,21741
realDonaldTrump,"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!","As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",28,Negative,False,,2016-07-17 11:55:21,2016-07-17,11:55:21,en,5970,19818
realDonaldTrump,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,24,Positive,False,,2016-07-17 04:19:05,2016-07-17,04:19:05,en,6168,22884
realDonaldTrump,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over","Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",26,Positive,False,,2016-07-17 04:15:49,2016-07-17,04:15:49,en,5666,20355
realDonaldTrump,"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!","Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",21,Positive,False,,2016-07-17 03:39:09,2016-07-17,03:39:09,en,2864,12907
realDonaldTrump,"""@TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! https://t.co/5uEBphqdG9""","""TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! ",16,Positive,False,,2016-07-17 03:21:14,2016-07-17,03:21:14,en,2737,11742
realDonaldTrump,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,23,Positive,False,,2016-07-17 03:15:22,2016-07-17,03:15:22,en,6383,21129
HillaryClinton,"Your potential next president on building a wall...
 
And bathrooms.
https://t.co/SRnJ0if63D",Your potential next president on building a wall... And bathrooms.,10,Neutral,False,,2016-07-17 01:03:45,2016-07-17,01:03:45,en,2029,4236
HillaryClinton,"Barack&amp;
Hillary&amp;
You

Join the team. https://t.co/TASO2ZKn9K https://t.co/MPEMZtVtr2",Barack&amp;Hillary&amp;YouJoin the team.  ,3,Neutral,True,HFA,2016-07-17 00:27:11,2016-07-17,00:27:11,en,1498,3976
HillaryClinton,"La próxima semana, los republicanos nominarán a alguien que piensa que una campaña para la comunidad latina es tuitear un 'taco bowl'.","La próxima semana, los republicanos nominarán a alguien que piensa que una campaña para la comunidad latina es tuitear un 'taco bowl'.",22,Neutral,False,,2016-07-16 23:10:11,2016-07-16,23:10:11,es,1287,2553
HillaryClinton,"We’ve got to say with one voice that Latinos are a vital part of the American community.
https://t.co/IfxluhqpKQ",We’ve got to say with one voice that Latinos are a vital part of the American community.,17,Positive,False,,2016-07-16 21:43:03,2016-07-16,21:43:03,en,2496,6116
HillaryClinton,What kind of president do we want our kids looking up to? https://t.co/pdphHQmYCM,What kind of president do we want our kids looking up to? ,12,Positive,False,,2016-07-16 20:03:06,2016-07-16,20:03:06,en,9579,20546
HillaryClinton,"Mike Pence would outlaw abortion.

And Donald Trump just made him his running mate. https://t.co/RLOgEFzW7S",Mike Pence would outlaw abortion.And Donald Trump just made him his running mate. ,13,Neutral,False,,2016-07-16 18:17:10,2016-07-16,18:17:10,en,6900,12899
HillaryClinton,.@HillaryClinton pledges #campaignfinance reform plan in first 30 days! RT if you're ready to end #CitizensUnited. https://t.co/F6yV7Ni8Ym,.HillaryClinton pledges campaignfinance reform plan in first 30 days! RT if you're ready to end CitizensUnited. ,16,Positive,True,StopBigMoney,2016-07-16 17:15:40,2016-07-16,17:15:40,en,2443,4153
HillaryClinton,"Bad for:
✔️ The economy
✔️ Women
✔️ Immigrants 
✔️ And *literally* the planet https://t.co/M0s5sQOGrd",Bad for:✔️ The economy✔️ Women✔️ Immigrants ✔️ And *literally* the planet ,11,Negative,False,,2016-07-16 16:16:27,2016-07-16,16:16:27,en,3199,6690
